name,icon,id,description,members,gp_value,lowalch,limit,highalch
Strawberry seed,https://oldschool.runescape.wiki/images/Strawberry_seed_5.png,5323,A strawberry seed - plant in an allotment.,https://oldschool.runescape.wiki/images/Member_icon.png,18,7,600,10
Strength amulet (t),https://oldschool.runescape.wiki/images/Strength_amulet_(t).png,10364,An enchanted ruby amulet.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,2025,810,5,1215
Strength mix(1),https://oldschool.runescape.wiki/images/Strength_mix(1).png,11441,One dose of fishy strength potion.,https://oldschool.runescape.wiki/images/Member_icon.png,11,4,2000,6
Strength mix(2),https://oldschool.runescape.wiki/images/Strength_mix(2).png,11443,Two doses of fishy strength potion.,https://oldschool.runescape.wiki/images/Member_icon.png,13,5,2000,7
Strength potion(1),https://oldschool.runescape.wiki/images/Strength_potion(1).png,119,1 dose of Strength potion.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,11,4,2000,6
Strength potion(2),https://oldschool.runescape.wiki/images/Strength_potion(2).png,117,2 doses of Strength potion.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,13,5,2000,7
Strength potion(3),https://oldschool.runescape.wiki/images/Strength_potion(3).png,115,3 doses of Strength potion.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,13,5,2000,7
Strength potion(4),https://oldschool.runescape.wiki/images/Strength_potion(4).png,113,4 doses of Strength potion.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,14,5,2000,8
Stretched hide,https://oldschool.runescape.wiki/images/Stretched_hide.png,6173,A weathered chunk of dagannoth hide.,https://oldschool.runescape.wiki/images/Member_icon.png,60,24,11000,36
Stripy feather,https://oldschool.runescape.wiki/images/Stripy_feather.png,10087,Attractive to other birds and hunters alike.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,8000,12
Stripy pirate shirt (beige),https://oldschool.runescape.wiki/images/Stripy_pirate_shirt_(beige).png,7110,A sea worthy shirt.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,150,180
Stripy pirate shirt (blue),https://oldschool.runescape.wiki/images/Stripy_pirate_shirt_(blue).png,7128,A sea worthy shirt.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,150,180
Stripy pirate shirt (brown),https://oldschool.runescape.wiki/images/Stripy_pirate_shirt_(brown).png,7134,A sea worthy shirt.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,150,180
Stripy pirate shirt (red),https://oldschool.runescape.wiki/images/Stripy_pirate_shirt_(red).png,7122,A sea worthy shirt.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,150,180
Stronghold notes,https://oldschool.runescape.wiki/images/Stronghold_notes.png,9004,Information regarding the Stronghold of Security.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,2,1,15,1
Strung rabbit foot,https://oldschool.runescape.wiki/images/Strung_rabbit_foot.png,10132,Not so lucky for the rabbit.,https://oldschool.runescape.wiki/images/Member_icon.png,30,12,150,18
Studded body,https://oldschool.runescape.wiki/images/Studded_body.png,1133,Those studs should provide a bit more protection.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,850,340,125,510
Studded body (g),https://oldschool.runescape.wiki/images/Studded_body_(g).png,7362,Those studs should provide a bit more protection. Nice trim too!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,850,340,8,510
Studded body (t),https://oldschool.runescape.wiki/images/Studded_body_(t).png,7364,Those studs should provide a bit more protection. Nice trim too!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,850,340,8,510
Studded chaps,https://oldschool.runescape.wiki/images/Studded_chaps.png,1097,Those studs should provide a bit more protection.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,750,300,125,450
Studded chaps (g),https://oldschool.runescape.wiki/images/Studded_chaps_(g).png,7366,Those studs should provide a bit more protection. Nice trim too!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,750,300,8,450
Studded chaps (t),https://oldschool.runescape.wiki/images/Studded_chaps_(t).png,7368,Those studs should provide a bit more protection. Nice trim too!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,750,300,8,450
Sturdy harness,https://oldschool.runescape.wiki/images/Sturdy_harness.png,28149,I can use this to combine the forestry kit and log basket into one tool.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Sulliuscep cap,https://oldschool.runescape.wiki/images/Sulliuscep_cap.png,21626,A Sulliuscep mushroom cap. Edible? Probably...,https://oldschool.runescape.wiki/images/Member_icon.png,3,1,100,1
Summer pie,https://oldschool.runescape.wiki/images/Summer_pie.png,7218,All the fruits of a very small forest.,https://oldschool.runescape.wiki/images/Member_icon.png,140,56,10000,84
Super antifire mix(1),https://oldschool.runescape.wiki/images/Super_antifire_mix(1).png,21997,One dose of fishy super anti-firebreath potion.,https://oldschool.runescape.wiki/images/Member_icon.png,132,52,2000,79
Super antifire mix(2),https://oldschool.runescape.wiki/images/Super_antifire_mix(2).png,21994,Two doses of fishy super anti-firebreath potion.,https://oldschool.runescape.wiki/images/Member_icon.png,198,79,2000,118
Super antifire potion(1),https://oldschool.runescape.wiki/images/Super_antifire_potion(1).png,21987,1 dose of super anti-firebreath potion.,https://oldschool.runescape.wiki/images/Member_icon.png,680,272,2000,408
Super antifire potion(2),https://oldschool.runescape.wiki/images/Super_antifire_potion(2).png,21984,2 doses of super anti-firebreath potion.,https://oldschool.runescape.wiki/images/Member_icon.png,720,288,2000,432
Super antifire potion(3),https://oldschool.runescape.wiki/images/Super_antifire_potion(3).png,21981,3 doses of super anti-firebreath potion.,https://oldschool.runescape.wiki/images/Member_icon.png,760,304,2000,456
Super antifire potion(4),https://oldschool.runescape.wiki/images/Super_antifire_potion(4).png,21978,4 doses of super anti-firebreath potion.,https://oldschool.runescape.wiki/images/Member_icon.png,800,320,2000,480
Super attack(1),https://oldschool.runescape.wiki/images/Super_attack(1).png,149,1 dose of super Attack potion.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,2000,54
Super attack(2),https://oldschool.runescape.wiki/images/Super_attack(2).png,147,2 doses of super Attack potion.,https://oldschool.runescape.wiki/images/Member_icon.png,135,54,2000,81
Super attack(3),https://oldschool.runescape.wiki/images/Super_attack(3).png,145,3 doses of super Attack potion.,https://oldschool.runescape.wiki/images/Member_icon.png,180,72,2000,108
Super attack(4),https://oldschool.runescape.wiki/images/Super_attack(4).png,2436,4 doses of super Attack potion.,https://oldschool.runescape.wiki/images/Member_icon.png,225,90,2000,135
Super combat potion(1),https://oldschool.runescape.wiki/images/Super_combat_potion(1).png,12701,1 dose of super combat potion.,https://oldschool.runescape.wiki/images/Member_icon.png,40,16,2000,24
Super combat potion(2),https://oldschool.runescape.wiki/images/Super_combat_potion(2).png,12699,2 doses of super combat potion.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,2000,54
Super combat potion(3),https://oldschool.runescape.wiki/images/Super_combat_potion(3).png,12697,3 doses of super combat potion.,https://oldschool.runescape.wiki/images/Member_icon.png,170,68,2000,102
Super combat potion(4),https://oldschool.runescape.wiki/images/Super_combat_potion(4).png,12695,4 doses of super combat potion.,https://oldschool.runescape.wiki/images/Member_icon.png,250,100,2000,150
Super def. mix(1),https://oldschool.runescape.wiki/images/Super_def._mix(1).png,11499,One dose of fishy super Defence potion.,https://oldschool.runescape.wiki/images/Member_icon.png,132,52,2000,79
Super def. mix(2),https://oldschool.runescape.wiki/images/Super_def._mix(2).png,11497,Two doses of fishy super Defence potion.,https://oldschool.runescape.wiki/images/Member_icon.png,198,79,2000,118
Super defence(1),https://oldschool.runescape.wiki/images/Super_defence(1).png,167,1 dose of super Defence potion.,https://oldschool.runescape.wiki/images/Member_icon.png,132,52,2000,79
Super defence(2),https://oldschool.runescape.wiki/images/Super_defence(2).png,165,2 doses of super Defence potion.,https://oldschool.runescape.wiki/images/Member_icon.png,198,79,2000,118
Super defence(3),https://oldschool.runescape.wiki/images/Super_defence(3).png,163,3 doses of super Defence potion.,https://oldschool.runescape.wiki/images/Member_icon.png,264,105,2000,158
Super defence(4),https://oldschool.runescape.wiki/images/Super_defence(4).png,2442,4 doses of super Defence potion.,https://oldschool.runescape.wiki/images/Member_icon.png,330,132,2000,198
Super energy mix(1),https://oldschool.runescape.wiki/images/Super_energy_mix(1).png,11483,One dose of fishy super energy potion.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,2000,54
Super energy mix(2),https://oldschool.runescape.wiki/images/Super_energy_mix(2).png,11481,Two doses of fishy super energy potion.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,2000,96
Super energy(1),https://oldschool.runescape.wiki/images/Super_energy(1).png,3022,1 dose of super energy potion.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,2000,54
Super energy(2),https://oldschool.runescape.wiki/images/Super_energy(2).png,3020,2 doses of super energy potion.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,2000,96
Super energy(3),https://oldschool.runescape.wiki/images/Super_energy(3).png,3018,3 doses of super energy potion.,https://oldschool.runescape.wiki/images/Member_icon.png,230,92,2000,138
Super energy(4),https://oldschool.runescape.wiki/images/Super_energy(4).png,3016,4 doses of super energy potion.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,2000,180
Super kebab,https://oldschool.runescape.wiki/images/Super_kebab.png,4608,A meaty and very hot kebab.,https://oldschool.runescape.wiki/images/Member_icon.png,3,1,15,1
Super potion set,https://oldschool.runescape.wiki/images/Super_potion_set.png,13066,"A set containing 4-dose vials of Super Attack, Super Strength and Super Defence potions.",https://oldschool.runescape.wiki/images/Member_icon.png,100,40,2000,60
Super restore mix(1),https://oldschool.runescape.wiki/images/Super_restore_mix(1).png,11495,One dose of fishy super restore potion.,https://oldschool.runescape.wiki/images/Member_icon.png,120,48,2000,72
Super restore mix(2),https://oldschool.runescape.wiki/images/Super_restore_mix(2).png,11493,Two doses of fishy super restore potion.,https://oldschool.runescape.wiki/images/Member_icon.png,180,72,2000,108
Super restore(1),https://oldschool.runescape.wiki/images/Super_restore(1).png,3030,1 dose of super restore potion.,https://oldschool.runescape.wiki/images/Member_icon.png,120,48,2000,72
Super restore(2),https://oldschool.runescape.wiki/images/Super_restore(2).png,3028,2 doses of super restore potion.,https://oldschool.runescape.wiki/images/Member_icon.png,180,72,2000,108
Super restore(3),https://oldschool.runescape.wiki/images/Super_restore(3).png,3026,3 doses of super restore potion.,https://oldschool.runescape.wiki/images/Member_icon.png,240,96,2000,144
Super restore(4),https://oldschool.runescape.wiki/images/Super_restore(4).png,3024,4 doses of super restore potion.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,2000,180
Super str. mix(1),https://oldschool.runescape.wiki/images/Super_str._mix(1).png,11487,One dose of fishy super Strength potion.,https://oldschool.runescape.wiki/images/Member_icon.png,110,44,2000,66
Super str. mix(2),https://oldschool.runescape.wiki/images/Super_str._mix(2).png,11485,Two doses of fishy super Strength potion.,https://oldschool.runescape.wiki/images/Member_icon.png,165,66,2000,99
Super strength(1),https://oldschool.runescape.wiki/images/Super_strength(1).png,161,1 dose of super Strength potion.,https://oldschool.runescape.wiki/images/Member_icon.png,110,44,2000,66
Super strength(2),https://oldschool.runescape.wiki/images/Super_strength(2).png,159,2 doses of super Strength potion.,https://oldschool.runescape.wiki/images/Member_icon.png,165,66,2000,99
Super strength(3),https://oldschool.runescape.wiki/images/Super_strength(3).png,157,3 doses of super Strength potion.,https://oldschool.runescape.wiki/images/Member_icon.png,220,88,2000,132
Super strength(4),https://oldschool.runescape.wiki/images/Super_strength(4).png,2440,4 doses of super Strength potion.,https://oldschool.runescape.wiki/images/Member_icon.png,275,110,2000,165
Superantipoison(1),https://oldschool.runescape.wiki/images/Superantipoison(1).png,185,1 dose of super antipoison potion.,https://oldschool.runescape.wiki/images/Member_icon.png,144,57,2000,86
Superantipoison(2),https://oldschool.runescape.wiki/images/Superantipoison(2).png,183,2 doses of super antipoison potion.,https://oldschool.runescape.wiki/images/Member_icon.png,216,86,2000,129
Superantipoison(3),https://oldschool.runescape.wiki/images/Superantipoison(3).png,181,3 doses of super antipoison potion.,https://oldschool.runescape.wiki/images/Member_icon.png,288,115,2000,172
Superantipoison(4),https://oldschool.runescape.wiki/images/Superantipoison(4).png,2448,4 doses of super antipoison potion.,https://oldschool.runescape.wiki/images/Member_icon.png,360,144,2000,216
Superattack mix(1),https://oldschool.runescape.wiki/images/Superattack_mix(1).png,11471,One dose of fishy super Attack potion.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,2000,54
Superattack mix(2),https://oldschool.runescape.wiki/images/Superattack_mix(2).png,11469,Two doses of fishy super Attack potion.,https://oldschool.runescape.wiki/images/Member_icon.png,135,54,2000,81
Supercompost,https://oldschool.runescape.wiki/images/Supercompost.png,6034,Super-good for the smallest or largest of plants.,https://oldschool.runescape.wiki/images/Member_icon.png,85,34,2000,51
Superior dragon bones,https://oldschool.runescape.wiki/images/Superior_dragon_bones.png,22124,There's something unnatural about these bones.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,7500,96
Swamp lizard,https://oldschool.runescape.wiki/images/Swamp_lizard.png,10149,A very slimy and generally disgusting green lizard.,https://oldschool.runescape.wiki/images/Member_icon.png,50,20,125,30
Swamp paste,https://oldschool.runescape.wiki/images/Swamp_paste.png,1941,A tar-like substance mixed with flour and warmed.,https://oldschool.runescape.wiki/images/Member_icon.png,30,12,13000,18
Swamp tar,https://oldschool.runescape.wiki/images/Swamp_tar.png,1939,A foul smelling thick tar-like substance.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,13000,1
Swamp toad (item),https://oldschool.runescape.wiki/images/Swamp_toad_(item).png,2150,A slippery little blighter.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Swamp weed,https://oldschool.runescape.wiki/images/Swamp_weed.png,10978,Swamp weed found in the caves near Dorgesh-Kaan.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Swampbark body,https://oldschool.runescape.wiki/images/Swampbark_body.png,25389,Keeps my chest protected.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Swampbark boots,https://oldschool.runescape.wiki/images/Swampbark_boots.png,25395,Great foot protection.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
